Psa	1	1	Fericit bărbatul, care n-a umblat în sfatul necredincioşilor şi în calea păcătoşilor nu a stat şi pe scaunul hulitorilor n-a şezut;
Psa	1	2	Ci în legea Domnului e voia lui şi la legea Lui va cugeta ziua şi noaptea.
Psa	1	3	Şi va fi ca un pom răsădit lângă izvoarele apelor, care rodul său va da la vremea sa şi frunza lui nu va cădea şi toate câte va face vor spori.
Psa	1	4	Nu sunt aşa necredincioşii, nu sunt aşa! Ci ca praful ce-l spulberă vântul de pe faţa pământului.
Psa	1	5	De aceea nu se vor ridica necredincioşii la judecată, nici păcătoşii în sfatul drepţilor.
Psa	1	6	Că ştie Domnul calea drepţilor, iar calea necredincioşilor va pieri.
Psa	2	1	Pentru ce s-au întărâtat neamurile şi popoarele au cugetat deşertăciuni?
Psa	2	2	S-au ridicat împăraţii pământului şi căpeteniile s-au adunat împreună împotriva Domnului şi a unsului Său, zicând:
Psa	2	3	«Să rupem legăturile lor şi să lepădăm de la noi jugul lor».
Psa	2	4	Cel ce locuieşte în ceruri va râde de dânşii şi Domnul îi va batjocori pe ei!
Psa	2	5	Atunci va grăi către ei întru urgia Lui şi întru mânia Lui îi va tulbura pe ei;
Psa	2	6	Iar Eu sunt pus împărat de El peste Sion, muntele cel sfânt al Lui, vestind porunca Domnului.
Psa	2	7	Domnul a zis către Mine: «Fiul Meu eşti Tu, Eu astăzi Te-am născut!
Psa	2	8	Cere de la Mine şi-Ţi voi da neamurile moştenirea Ta şi stăpânirea Ta marginile pământului.
Psa	2	9	Le vei paşte pe ele cu toiag de fier; ca pe vasul olarului le vei zdrobi!».
Psa	2	10	Şi acum împăraţi înţelegeţi! Învăţaţi-vă toţi, care judecaţi pământul!
Psa	2	11	Slujiţi Domnului cu frică şi vă bucuraţi de El cu cutremur.
Psa	2	12	Luaţi învăţătură, ca nu cumva să Se mânie Domnul şi să pieriţi din calea cea dreaptă, când se va aprinde degrab mânia Lui! Fericiţi toţi cei ce nădăjduiesc în El!
Psa	3	1	Doamne, cât s-au înmulţit cei ce mă necăjesc! Mulţi se scoală asupra mea;
Psa	3	2	Mulţi zic sufletului meu: «Nu este mântuire lui, întru Dumnezeul lui!».
Psa	3	3	Iar Tu, Doamne, sprijinitorul meu eşti, slava mea şi Cel ce înalţi capul meu.
Psa	3	4	Cu glasul meu către Domnul am strigat şi m-a auzit din muntele cel sfânt al Lui.
Psa	3	5	Eu m-am culcat şi am adormit; sculatu-m-am, că Domnul mă va sprijini.
Psa	3	6	Nu mă voi teme de mii de popoare, care împrejur mă împresoară.
Psa	3	7	Scoală, Doamne, mântuieşte-mă, Dumnezeul meu, că Tu ai bătut pe toţi cei ce mă vrăjmăşesc în deşert; dinţii păcătoşilor ai zdrobit.
Psa	3	8	A Domnului este mântuirea şi peste poporul Tău, binecuvântarea Ta.
Psa	4	1	Când Te-am chemat, m-ai auzit, Dumnezeul dreptăţii mele! Întru necaz m-ai desfătat! Milostiveşte-Te spre mine şi ascultă rugăciunea mea.
Psa	4	2	Fiii oamenilor, până când grei la inimă? Pentru ce iubiţi deşertăciunea şi căutaţi minciuna?
Psa	4	3	Să ştiţi că minunat a făcut Domnul pe cel cuvios al Său; Domnul mă va auzi când voi striga către Dânsul.
Psa	4	4	Mâniaţi-vă, dar nu greşiţi; de cele ce ziceţi în inimile voastre, întru aşternuturile voastre, vă căiţi.
Psa	4	5	Jertfiţi jertfa dreptăţii şi nădăjduiţi în Domnul.
Psa	4	6	Mulţi zic: «Cine ne va arăta nouă cele bune?». Dar s-a însemnat peste noi lumina feţei Tale, Doamne!
Psa	4	7	Dat-ai veselie în inima mea, mai mare decât veselia pentru rodul lor de grâu, de vin şi de untdelemn ce s-a înmulţit.
Psa	4	8	Cu pace, aşa mă voi culca şi voi adormi, că Tu, Doamne, îndeosebi întru nădejde m-ai aşezat.
Psa	5	1	Graiurile mele ascultă-le, Doamne! Înţelege strigarea mea!
Psa	5	2	Ia aminte la glasul rugăciunii mele, Împăratul meu şi Dumnezeul meu, căci către Tine, mă voi ruga, Doamne!
Psa	5	3	Dimineaţa vei auzi glasul meu; dimineaţa voi sta înaintea Ta şi mă vei vedea.
Psa	5	4	Că Tu eşti Dumnezeu, Care nu voieşti fărădelegea, nici nu va locui lângă Tine cel ce vicleneşte.
Psa	5	5	Nu vor sta călcătorii de lege în preajma ochilor Tăi. Urât-ai pe toţi cei ce lucrează fără de lege.
Psa	5	6	Pierde-vei pe toţi cei ce grăiesc minciuna; pe ucigaş şi pe viclean îl urăşte Domnul.
Psa	5	7	Iar eu, întru mulţimea milei Tale, voi intra în casa Ta, închina-mă-voi spre sfânt locaşul Tău, întru frica Ta.
Psa	5	8	Doamne, povăţuieşte-mă întru dreptatea Ta din pricina duşmanilor mei! Îndreptează înaintea mea calea Ta.
Psa	5	9	Că nu este în gura lor adevăr, inima lor este deşartă; groapă deschisă grumazul lor, cu limbile lor viclenesc.
Psa	5	10	Judecă-i pe ei, Dumnezeule; să cadă din sfaturile lor; după mulţimea nelegiuirilor lor, alungă-i pe ei, că Te-au amărât, Doamne,
Psa	5	11	Și să se veselească toţi cei ce nădăjduiesc întru Tine; în veac se vor bucura şi le vei fi lor sălaş şi se vor lăuda cu Tine toţi cei ce iubesc numele Tău.
Psa	5	12	Că Tu vei binecuvânta pe cel drept, Doamne, căci cu arma bunei-voiri ne-ai încununat pe noi.
Psa	6	1	Doamne, nu cu mânia Ta să mă mustri pe mine, nici cu urgia Ta să mă cerţi.
Psa	6	2	Miluieşte-mă, Doamne, că neputincios sunt; vindecă-mă, Doamne, că s-au tulburat oasele mele;
Psa	6	3	Şi sufletul meu s-a tulburat foarte şi Tu, Doamne, până când?
Psa	6	4	Întoarce-Te, Doamne; izbăveşte sufletul meu, mântuieşte-mă, pentru mila Ta.
Psa	6	5	Că nu este întru moarte cel ce Te pomeneşte pe Tine. Şi în iad cine Te va lăuda pe Tine?
Psa	6	6	Ostenit-am întru suspinul meu, spăla-voi în fiecare noapte patul meu, cu lacrimile mele aşternutul meu voi uda.
Psa	6	7	Tulburatu-s-a de supărare ochiul meu, îmbătrânit-am între toţi vrăjmaşii mei.
Psa	6	8	Depărtaţi-vă de la mine toţi cei ce lucraţi fărădelegea, că a auzit Domnul glasul plângerii mele.
Psa	6	9	Auzit-a Domnul cererea mea, Domnul rugăciunea mea a primit.
Psa	6	10	Să se ruşineze şi să se tulbure foarte toţi vrăjmaşii mei; să se întoarcă şi să se ruşineze foarte degrab.
Psa	7	1	Doamne, Dumnezeul meu, în Tine am nădăjduit. Mântuieşte-mă de toţi cei ce mă prigonesc şi mă izbăveşte,
Psa	7	2	Ca nu cumva să răpească sufletul meu ca un leu, nefiind cine să mă izbăvească, nici cine să mă mântuiască.
Psa	7	3	Doamne, Dumnezeul meu, de am făcut aceasta, de este nedreptate în mâinile mele,
Psa	7	4	De am răsplătit cu rău celor ce mi-au făcut mie rău şi de am jefuit pe vrăjmaşii mei fără temei,
Psa	7	5	Să prigonească vrăjmaşul sufletul meu şi să-l prindă, să calce la pământ viaţa mea şi mărirea mea în ţărână să o aşeze.
Psa	7	6	Scoală-Te, Doamne, întru mânia Ta, înalţă-Te până la hotarele vrăjmaşilor mei; scoală-Te, Doamne, Dumnezeul meu, cu porunca cu care ai poruncit
Psa	7	7	Şi adunare de popoare Te va înconjura şi peste ea la înălţime Te întoarce.
Psa	7	8	Domnul va judeca pe popoare; judecă-mă, Doamne, după dreptatea mea şi după nevinovăţia mea.
Psa	7	9	Sfârşească-se răutatea păcătoşilor şi întăreşte pe cel drept, Cel ce cerci inimile şi rărunchii, Dumnezeule drepte.
Psa	7	10	Ajutorul meu de la Dumnezeu, Cel ce mântuieşte pe cei drepţi la inimă.
Psa	7	11	Dumnezeu este judecător drept, tare şi îndelung-răbdător şi nu se mânie în fiecare zi.
Psa	7	12	De nu vă veţi întoarce, sabia Sa o va luci, arcul Său l-a încordat şi l-a pregătit
Psa	7	13	Şi în el a gătit unelte de moarte; săgeţile Lui pentru cei ce ard le-a lucrat.
Psa	7	14	Iată a poftit nedreptatea, a zămislit silnicia şi a născut nelegiuirea.
Psa	7	15	Groapă a săpat şi a adâncit-o şi va cădea în groapa pe care a făcut-o.
Psa	7	16	Să se întoarcă nedreptatea lui pe capul lui şi pe creştetul lui silnicia lui să se coboare.
Psa	7	17	Lăuda-voi pe Domnul după dreptatea Lui şi voi cânta numele Domnului Celui Preaînalt.
